日期,楼盘,单价,底价,地区,户型,面积
20201002,金融街融御滨江,价格待定,0,武昌/首义,0,0-0
20201002,武地建发玺院,38000,0,东湖高新/光谷东,5,155
20201002,城投丰山府,价格待定,0,黄陂/盘龙城,0,0-0
20201002,香澜公馆,17000,189万,沌口开发区/沌口,3,111-143
20201002,绿地大都会,12000,102万,洪山/白沙洲,3,99-120
20201002,纽宾凯汉City总部壹号,17500,81万,汉阳/王家湾,1,47-67
20201002,世茂锦绣长江天胤二期,24500,277万,汉阳/钟家村,2/3/4,113-284
20201002,学林御景雅苑,6850,67万,新洲/新洲其它,3,98-124
20201002,龙湖光谷城御景,12000,87.6万,东湖高新/光谷东,2,73
20201002,光谷正荣府,18500,177.6万,东湖高新/光谷南,0,0-0
20201002,光谷正荣府,价格待定,0,东湖高新/光谷南,0,0-0
20201002,美联城观,19625,151万,江岸/塔子湖,4,77-138
20201002,中海长江十里,价格待定,0,江岸/二七,0,0-0
20201002,汉口幸福万象,25000,12万,江岸/后湖,0,0-0
20201002,翰林公馆,22000,83万,黄陂/盘龙城,0,0-0
20201002,招商愉樾,25000,220万,汉阳/钟家村,3/4,88-144
20201002,福星惠誉东湖城拾光,14700,49万,洪山/东湖东亭,1,29-53
20201002,海伦堡海悦世界,价格待定,0,汉阳/四新,3/4,117-143
20201002,长江存储国际社区,价格待定,0,东湖高新/洪山其它,0,0-0
20201002,富强天惠园,12000,0,洪山/白沙洲,0,0-0
20201002,世茂云锦瑰海园,15700,160万,洪山/白沙洲,3/4,105-125
20201002,武地汉阳印象,价格待定,0,汉阳/钟家村,0,0-0
20201002,招商樾望,15500,190万,汉阳/四新,0,0-0
20201002,汉北玺园,价格待定,0,黄陂/武湖,0,0-0
20201002,招商一江璟城璟公馆,11500,36万,青山/青山,1,38-59
20201002,龙湖三千城,16800,0,洪山/白沙洲,3,110-120
20201002,金地朗悦,12000,150万,蔡甸/后官湖,3,95-125
20201002,印湖云著,价格待定,0,蔡甸/后官湖,3/4,97-134
20201002,中国城乡香樾洲,价格待定,0,沌口开发区/沌口,3/4,108-188
20201002,光谷澎湃城奥山府,30000,120万,东湖高新/光谷南,0,0-0
20201002,华发中城中央荟,7800,67万,新洲/阳逻,3,87-117
20201002,花山花锦,价格待定,0,东湖高新/光谷东,0,0-0
20201002,武汉青创城,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,长投绿城蘭园,10000,25万,江夏/藏龙岛,0,0-0
20201002,三远大爱城,价格待定,0,蔡甸/蔡甸城区,0,0-0
20201002,元舍,35000,689万,东西湖/将军路,4/5,197-287
20201002,车都春台里,价格待定,0,沌口开发区/沌口,0,0-0
20201002,城南华府书香世家,价格待定,0,新洲/新洲其它,3/4,95-143
20201002,世茂龙湾国风十二期,20000,179万,蔡甸/后官湖,3/4,94-107
20201002,新城阅璟台,32000,0,洪山/白沙洲,0,0-0
20201002,楚天都市蓝玉湾,价格待定,0,新洲/阳逻,0,0-0
20201002,民发·盛特区,价格待定,0,东湖高新/光谷东,3/4,113-138
20201002,明想青年汇,价格待定,0,黄陂/盘龙城,0,0-0
20201002,卓尔时代中心,价格待定,0,黄陂/汉口北,0,0-0
20201002,金地朗悦,15000,193万,蔡甸/后官湖,4,128-143
20201002,江夏府,35000,350万,江夏/江夏其它,0,0-0
20201002,光谷南山府,价格待定,0,东湖高新/光谷东,0,0-0
20201002,光谷云鼎,价格待定,0,东湖高新/光谷东,0,0-0
20201002,祥和都市花园,7941,106万,新洲/新洲其它,3,139
20201002,江南新天地,35000,1450万,江夏/文化大道,4,399-450
20201002,海伦堡海悦世界,价格待定,0,汉阳/四新,3,69-70
20201002,万科公园大道,价格待定,0,硚口/长丰常码头,0,0-0
20201002,海格公馆,价格待定,0,汉阳/四新,0,0-0
20201002,华生国土郡城,价格待定,0,汉南/汉南其它,0,0-0
20201002,天池雅园,11000,61万,黄陂/前川,1/2,56-70
20201002,万科新世纪翡翠滨江,20000,224万,汉阳/王家湾,3/4,112-132
20201002,德信阳光城丽景公园,价格待定,0,沌口开发区/沌口,0,0-0
20201002,杨春湖畔境寓,价格待定,0,洪山/青山,0,0-0
20201002,融创临江府,价格待定,0,青山/青山,0,0-0
20201002,融创首创 | 国际智慧生态城市天水碧,价格待定,0,沌口开发区/沌口,0,0-0
20201002,马赛国际,价格待定,0,东西湖/金银湖,0,0-0
20201002,银湖玖悦,价格待定,0,东西湖/金银湖,0,0-0
20201002,绿地天河国际会展城,价格待定,0,黄陂/盘龙城,0,0-0
20201002,武汉孔雀城壹滨江,8900,80万,黄陂/前川,3,90-110
20201002,华宇东原金科渝樾大观,价格待定,0,汉南/汉南其它,3,90-105
20201002,绿地光谷星河绘,价格待定,0,东湖高新/光谷东,0,0-0
20201002,新希望锦粼九里,价格待定,0,东湖高新/光谷南,0,0-0
20201002,世茂十里星河,价格待定,0,东湖高新/洪山其它,0,0-0
20201002,保利时光印象,价格待定,0,江夏/江夏其它,0,0-0
20201002,城投东方领誉,价格待定,0,新洲/阳逻,0,0-0
20201002,武汉金茂智慧科学城,价格待定,0,汉阳/四新,3/4,107-181
20201002,武汉长江航运中心,24000,150万,江汉/前进江汉,0,0-0
20201002,中城水岸,价格待定,0,新洲/新洲其它,0,0-0
20201002,依水云岸,价格待定,0,汉南/汉南其它,0,0-0
20201002,时代海伦堡印记,价格待定,0,汉南/汉南其它,0,0-0
20201002,世界城瑜樾东方,价格待定,0,东湖高新/光谷广场,0,0-0
20201002,两江汇,50000,180万,江汉/前进江汉,0,0-0
20201002,联发云璟,价格待定,0,黄陂/黄陂其它,0,0-0
20201002,航发天虹城云璟,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,中交泓园,价格待定,0,东西湖/金银湖,0,0-0
20201002,未来星城,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,武汉二十四城,价格待定,0,东西湖/金银湖,0,0-0
20201002,联发璞悦府,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,金色港湾君临水岸,价格待定,0,沌口开发区/沌口,6,143-156
20201002,方岛金茂智慧科学城,价格待定,0,汉阳/四新,3/4,107-181
20201002,蓝光雍锦香榭,价格待定,0,蔡甸/蔡甸城区,0,0-0
20201002,龙湖天玺,价格待定,0,武昌/中南丁字桥,0,0-0
20201002,海伦堡金科集美水岸,价格待定,0,汉南/汉南其它,0,0-0
20201002,保利翡丽公馆,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,奥园誉湖尚居,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,保利悦公馆,价格待定,0,东西湖/东西湖其它,0,0-0
20201002,CBD楚世家,34000,366万,江汉/CBD西北湖,3/4,122-215
20201002,绿地汉口中心,14000,144万,江岸/塔子湖,4,162
20201002,兴华御水澜湾,33000,800万,汉阳/四新,5,260-290
20201002,碧桂园晴川府,20000,116万,汉阳/钟家村,1/3,58-120
20201002,海伦国际,13000,200万,洪山/洪山其它,4/5/6/8,139-173
20201002,爱家名校华城,12600,120万,洪山/白沙洲,4,90-136
20201002,江景湾,6865,82万,汉南/汉南其它,3,121
20201002,汉南天地,8000,75万,汉南/汉南其它,2/3,94-129
20201002,红枫金座,价格待定,0,东湖高新/民族大道,0,0-0
20201002,王家湾中央生活区,价格待定,0,汉阳/王家湾,3,106-109
20201002,联投花山郡住宅,15700,238万,东湖高新/光谷东,3,151-180
20201002,韵湖星光,价格待定,0,东湖高新/三环南,0,0-0
20201002,光谷青年汇,14000,56万,东湖高新/金融港,1,38-51
20201002,武汉碧桂园天玺湾,30000,408万,江夏/庙山,4/5,174-450
20201002,融侨方圆,11500,123万,黄陂/黄陂其它,3/4,107-137
20201002,奥山经开澎湃城,价格待定,0,沌口开发区/沌口,0,0-0
20201002,中南拂晓城,8500,136万,黄陂/黄陂其它,1/2/3/4/5,107-328
20201002,光谷金融中心,17000,193.8万,东湖高新/光谷东,0,0-0
20201002,山海观,500,0,黄陂/盘龙城,4,270
20201002,天纵云湖湾,价格待定,0,黄陂/黄陂其它,0,0-0
20201002,光谷创新天地,19258,238万,东湖高新/光谷东,3/4,140-180
20201002,金银湖1号院,700,0,东西湖/金银湖,4,150
20201002,碧桂园晴川府,18000,108万,汉阳/钟家村,0,0-0
20201002,路劲时代城,8900,111.25万,江夏/江夏其它,2,92-127
20201002,南湖九玺,33000,924万,洪山/街道口,0,0-0
20201002,北辰光谷里,16000,0,东湖高新/关山大道,0,0-0
20201002,复地海上海,17000,77万,汉阳/钟家村,1/2,45-69
20201002,滨湖明珠,6900,88.872万,鄂城区/城东区,3,123
20201002,花样年香门第,16000,220万,葛店开发区/葛店管委会,3/5,143-244
20201002,鹏湖湾,价格待定,0,江夏/江夏其它,0,0-0
20201002,全能通双创园,价格待定,0,东西湖/金银湖,0,0-0
20201002,全能通双创园,价格待定,0,东西湖/金银湖,0,0-0
20201002,五矿万境水岸,价格待定,0,江夏/江夏其它,0,0-0
20201002,双玺中心,价格待定,0,江汉/常青路,0,0-0
20201002,世茂龙湾八期,9000,0,蔡甸/后官湖,3,95-123
20201002,融创融公馆,价格待定,0,江岸/塔子湖,0,0-0
20201002,东原启城,14907,150万,洪山/白沙洲,3/4,108-142
20201002,联投龙湾四期,价格待定,0,江夏/文化大道,0,0-0
20201002,梦想特区宏图里,14600,167万,东西湖/将军路,3/4/5,115-204
20201002,华发峰尚,7200,64万,新洲/阳逻,3,90-118
20201002,博学尚品,价格待定,0,沌口开发区/沌口,1/2/3,45-79
20201002,天宇万象国际二期,16000,172万,硚口/古田,3,108-128
20201002,名士华府,价格待定,0,汉阳/王家湾,0,0-0
20201002,菩提苑一期,价格待定,0,江夏/文化大道,0,0-0
20201002,美联联邦生活区二期城仕,价格待定,0,江岸/塔子湖,0,0-0
20201002,奥特莱斯V公寓,价格待定,0,黄陂/盘龙城,1,37-64
20201002,武久阳光城,价格待定,0,新洲/阳逻,2/3,86-111
20201002,中南SOHO城,价格待定,0,洪山/武昌火车站,0,0-0
20201002,光谷one39,价格待定,0,东湖高新/关山大道,3,15-126
20201002,长投珑庭,价格待定,0,武昌/中南丁字桥,1/2/3,50-105
20201002,都市礼寓,价格待定,0,江汉/新华路万达,1/2,48-81
20201002,青澳都市尚巢,价格待定,0,汉阳/王家湾,2/3,46-54
20201002,万金国际广场,16500,0,武昌/武昌火车站,1,44-50
20201002,联投龙湾三期,价格待定,0,江夏/文化大道,0,0-0
20201002,杨春湖畔,19646,250万,洪山/青山,3,126
20201002,瑞景天成,价格待定,0,江岸/后湖,3,89-133
20201002,瑞云居,价格待定,0,江岸/后湖,2/3,75-126
20201002,名流世家,价格待定,0,江岸/百步亭,2/3,73-102
20201002,中部慧谷二期,价格待定,0,东西湖/金银湖,1/2/3/4,43-120
20201002,花样年幸福万象,45,0,洪山/团结大道,1,30-45
20201002,江山如画,价格待定,0,硚口/集贤,1/2/3/4,51-142
20201002,愿景时代,价格待定,0,东西湖/常青花园,3,48-54
20201002,华润翡翠城,价格待定,0,硚口/长丰常码头,3/4,123-144
20201002,观澜天地,价格待定,0,武昌/白沙洲,0,0-0
20201002,华茂小米公寓,价格待定,0,沌口开发区/沌口,0,0-0
20201002,恒大御府,价格待定,0,青山/青山,2/3/4,75-144
20201002,新世界梦湖香郡三期,价格待定,0,江岸/塔子湖,3,107-115
20201002,百步亭金桥汇II期,价格待定,0,江岸/塔子湖,1,60-61
20201002,三金雄楚天地,价格待定,0,洪山/虎泉杨家湾,2,100-180
20201002,光谷8号,价格待定,0,东湖高新/关山大道,1/2,42-50
20201002,金岛御璟世家跃境,价格待定,0,江岸/后湖,3,99
20201002,金融街壹号,价格待定,0,江岸/育才花桥,1,31
20201002,东湖楚天府,26000,97万,洪山/街道口,1/2,40-55
20201002,圣诚阳光丽景,价格待定,0,江岸/百步亭,3,28-53
20201002,中国光谷伊托邦,价格待定,0,江夏/江夏其它,0,0-0
20201002,欣隆壹号公馆,价格待定,0,汉阳/四新,2/3,90-124
20201002,星悦城华廷,价格待定,0,江岸/塔子湖,0,0-0
20201002,巴黎春天,价格待定,0,洪山/文化大道,2/3,84-120
20201002,保利茉莉公馆,价格待定,0,东湖高新/关山大道,2,41
20201002,金地艺境,价格待定,0,东湖高新/金融港,0,0-0
20201002,星海虹城3期鸿玺公馆,价格待定,0,武昌/中南丁字桥,1,69
20201002,联投广场,价格待定,0,江夏/文化大道,0,0-0
20201002,世茂锦绣长江五期,价格待定,0,汉阳/钟家村,0,0-0
20201002,汉北大全景,价格待定,0,黄陂/武湖,0,0-0
20201002,泰然南湖玫瑰湾三期,价格待定,0,洪山/珞狮南路,0,0-0
20201002,新港天地,价格待定,0,新洲/阳逻,0,0-0
20201002,观澜国际,价格待定,0,汉阳/四新,2,43-60
20201002,圣特立国际花园,价格待定,0,汉南/汉南其它,0,0-0
20201002,西山林语,价格待定,0,蔡甸/中法生态城,1/2,35-48
20201002,天纵城,价格待定,0,黄陂/盘龙城,0,0-0
20201002,北大资源山水年华二期,价格待定,0,东湖高新/光谷东,0,0-0
20201002,汉水岸,价格待定,0,硚口/吴家山,2/3,62-123
20201002,光谷新世界T+,价格待定,0,东湖高新/关山大道,0,0-0
20201002,圣龙国际广场,价格待定,0,沌口开发区/沌口,0,0-0
20201002,摩根空间,价格待定,0,沌口开发区/沌口,0,0-0
20201002,金山左岸时代,价格待定,0,东西湖/金银湖,1/2/3,50-120
20201002,现代森林小镇金融SOHO垂直商业,价格待定,0,东湖高新/金融港,0,0-0
20201002,凯旋名居,价格待定,0,东西湖/将军路,2/3/4,90-136
20201002,海天幸福小城,价格待定,0,沌口开发区/沌口,0,0-0
20201002,联想江城雅居,价格待定,0,东湖高新/关山大道,2/3/5,85-200
20201002,沿海国际中心,价格待定,0,东西湖/金银湖,0,0-0
20201002,福地名郡,价格待定,0,江夏/文化大道,2,86-89
20201002,常福国际商务广场,价格待定,0,蔡甸/蔡甸其它,3,117
20201002,常福国际商务广场,价格待定,0,蔡甸/蔡甸其它,0,0-0
20201002,祥生柏景湾学府,价格待定,0,东西湖/金银湖,1/2/3,43-93
20201002,恒大龙城,价格待定,0,黄陂/盘龙城,3,113-128
20201002,大拇指广场,价格待定,0,蔡甸/蔡甸城区,3,67
20201002,大拇指广场,价格待定,0,蔡甸/蔡甸城区,2/3,40-117
20201002,卓尔生活城,价格待定,0,黄陂/汉口北,2/3/4,80-128
20201002,万科翡翠国际,价格待定,0,江汉/台北香港路,3,140-160
20201002,汉北裕丰园,价格待定,0,黄陂/黄陂其它,0,0-0
20201002,盘龙水岸沁园,价格待定,0,黄陂/盘龙城,0,0-0
20201002,观湖天下,价格待定,0,新洲/阳逻,3,95-98
20201002,半岛华庭,价格待定,0,新洲/新洲其它,1/2/3,57-113
20201002,汉飞洋房印象,价格待定,0,黄陂/盘龙城,3,108-109
20201002,恒大名都,价格待定,0,黄陂/盘龙城,0,0-0
20201002,华虹领航城,12000,0,黄陂/盘龙城,3,42
20201002,阳逻金色港湾,价格待定,0,新洲/阳逻,2/3,85-132
20201002,黄陂人信城,价格待定,0,黄陂/前川,2/3/4,81-128
20201002,鑫城宜居,价格待定,0,东西湖/东西湖其它,2,80
20201002,远洋世界三期水岸一方,价格待定,0,东西湖/金银湖,0,0-0
20201002,花样年花样城二期,价格待定,0,东西湖/金银湖,3,87-104
20201002,武汉天地盛荟,价格待定,0,江岸/黄埔永清,0/1/2/3,97-165
20201002,水墨江郡,价格待定,0,江夏/文化大道,0,0-0
20201002,碧桂园生态城左岸,价格待定,0,东湖高新/光谷东,0/3/4,97-137
20201002,紫轩时代广场,价格待定,0,黄陂/武湖,2/3,84-116
20201002,美联德玛假日二期阳光里,价格待定,0,东西湖/金银湖,0,0-0
20201002,海天幸福天地一期,价格待定,0,沌口开发区/沌口,1/2/3,54-106
20201002,新世界梦湖香郡三期,价格待定,0,江岸/塔子湖,4,239
20201002,蓝光林肯公园,价格待定,0,硚口/长丰常码头,0,0-0
20201002,兴华御水澜湾,14500,168万,汉阳/四新,3/4,115-197
20201002,海伦春天三期,价格待定,0,汉阳/王家湾,3/4,97-126
20201002,自由半岛,价格待定,0,黄陂/前川,4,156
20201002,东庭郡园,价格待定,0,汉南/汉南其它,0,0-0
20201002,统建新干线,价格待定,0,江岸/堤角,3,87-120
